"","combination","rep","temp","NBE","AUC.RR_exp","AUC.RR_obs","AUC.spp","N"
"228","ADGT",3,"Increase + Fluctuation",2.42963732910034,-2.01026086934954,0.4193764597508,0.822049800998111,4
"229","DGRT",3,"Increase + Fluctuation",-1.04601388872495,-1.67310748537137,-2.71912137409632,-0.101599454319627,4
"230","ADRT",3,"Increase + Fluctuation",-0.754406526034637,-2.22876647137633,-2.98317299741096,-0.156078885755013,4
"231","ADRT",3,"Fluctuation",-1.09281951596759,-0.781369118415456,-1.87418863438305,0.0311006099714863,4
"232","ADGRT",3,"Fluctuation",0.154940635431616,-0.858945448907603,-0.704004813475987,0.06421614324473,5
"233","ADGT",3,"Fluctuation",-0.389364640039074,-1.13418083159588,-1.52354547163496,0.0457639101639509,4
"234","DGRT",3,"Fluctuation",0.0170491106112284,-0.279790524430665,-0.262741413819437,0.020585147956043,4
"235","ADGR",3,"Fluctuation",0.534901326639995,-0.243155972695706,0.291745353944289,1.34007119849745,4
"236","ADGT",1,"Increase + Fluctuation",3.73724901861995,-1.33502833043522,2.40222068818472,2.59634794581857,4
"237","DGRT",1,"Increase + Fluctuation",-1.45125708891658,0.389805094240362,-1.06145199467622,0.0394083533264887,4
"238","ADRT",1,"Increase + Fluctuation",-2.27321211169,-0.343349818642548,-2.61656193033254,0.010038303800578,4
"239","ADGRT",1,"Increase + Fluctuation",0.0344267377356352,-0.116605856881949,-0.0821791191463142,0.0854848467942264,5
"240","ADGR",1,"Increase + Fluctuation",0.177167910539486,0.162206405450672,0.339374315990158,0.483827873166435,4
"241","ADRT",2,"Increase + Fluctuation",-1.34984909367616,-0.619454270055497,-1.96930336373165,0.102225705265599,4
"242","ADGT",2,"Increase + Fluctuation",3.41353769363748,-2.74389411484789,0.669643578789598,1.06709326070495,4
"243","ADGR",2,"Increase + Fluctuation",1.1081818617119,-0.0948864020646194,1.01329545964728,0.476762152016738,4
"244","DGRT",2,"Increase + Fluctuation",0.297654696710815,0.099909603996771,0.397564300707586,-0.000499497484104348,4
"245","ADGRT",2,"Increase + Fluctuation",0.902531420962352,-0.604400500430307,0.298130920532045,0.0263246679112837,5
"246","ADGT",2,"Increase",1.37788564812106,-1.66413080846726,-0.286245160346203,-0.412919050689198,4
"247","DGRT",2,"Increase",2.10348028033407,0.372044448687356,2.47552472902143,-0.0374322052320623,4
"248","ADRT",2,"Increase",-3.74447700139225,0.0604157418594339,-3.68406125953282,-0.194516547633516,4
"249","ADGRT",2,"Increase",-0.632011685593198,0.406213457590891,-0.225798228002307,-0.500520168765072,5
"250","ADGR",2,"Increase",-4.44061393375534,1.14390027163736,-3.29671366211798,-0.486526930547702,4
"251","DGRT",1,"Increase",0.767887628826412,-0.150328311533769,0.617559317292644,0.034610602373057,4
"252","ADRT",1,"Increase",-2.46800468845682,0.0698509576888464,-2.39815373076797,0.0637071641666309,4
"253","ADGT",1,"Increase",0.0969499782594674,-1.10631307903898,-1.00936310077951,-0.231023892487256,4
"254","ADGR",1,"Increase",-1.32877825829594,0.236685929440907,-1.09209232885503,-0.316722650279973,4
"255","ADGRT",1,"Increase",0.77245131585007,-0.0809021641459532,0.691549151704117,-0.144884071364548,5
"256","ADRT",3,"Increase",-3.40044961122045,0.0393821792495623,-3.36106743197089,-0.257597577085875,4
"257","ADGT",3,"Increase",1.20437100733989,-1.77158400163632,-0.567212994296428,-0.369088887464827,4
"258","DGRT",3,"Increase",-1.5689200922974,0.433232311647866,-1.13568778064953,-0.186602462831582,4
"259","ADGRT",3,"Increase",-0.561992945280501,0.0776594363189383,-0.484333508961562,-0.287898908096746,5
"260","ADGR",3,"Increase",-3.89972920520384,1.00639652003191,-2.89333268517193,-0.445406772998481,4
"261","DGRT",2,"Fluctuation",-0.00771906136433603,0.318033570571292,0.310314509206956,0.00902882591741045,4
