"","row","method","treat","combination","column","blank","fileName","sampling","value","ID"
"13295","C","614,680","inc","duo2","V3",0,"./inc_duo2_s13.txt",13,20,"DT_Low_2"
"13296","C","614,680","inc","duo2","V3",0,"./inc_duo2_s12.txt",12,15,"DT_Low_2"
"13297","C","614,680","inc","duo2","V3",0,"./inc_duo2_s10.txt",10,2,"DT_Low_2"
"13298","C","614,680","inc","duo2","V3",0,"./inc_duo2_s1.txt",1,2,"DT_Low_2"
"13299","D","614,680","inc","duo2","V3",1,"./inc_duo2_s9.txt",9,29,"GR_Low_2"
"13300","D","614,680","inc","duo2","V3",1,"./Inc_duo2_s8.txt",8,19,"GR_Low_2"
"13301","D","614,680","inc","duo2","V3",1,"./inc_duo2_s7.txt",7,39,"GR_Low_2"
"13302","D","614,680","inc","duo2","V3",1,"./inc_duo2_s6.txt",6,10,"GR_Low_2"
"13303","D","614,680","inc","duo2","V3",1,"./inc_duo2_s5.txt",5,5,"GR_Low_2"
"13304","D","614,680","inc","duo2","V3",1,"./inc_duo2_s4.txt",4,0,"GR_Low_2"
"13305","D","614,680","inc","duo2","V3",1,"./Inc_duo2_s3.txt",3,0,"GR_Low_2"
"13306","D","614,680","inc","duo2","V3",1,"./Inc_duo2_s2.txt",2,2,"GR_Low_2"
"13307","D","614,680","inc","duo2","V3",1,"./inc_duo2_s15.txt",15,1,"GR_Low_2"
"13308","D","614,680","inc","duo2","V3",1,"./inc_duo2_s14.txt",14,3,"GR_Low_2"
"13309","D","614,680","inc","duo2","V3",1,"./inc_duo2_s13.txt",13,2,"GR_Low_2"
"13310","D","614,680","inc","duo2","V3",1,"./inc_duo2_s12.txt",12,3,"GR_Low_2"
"13311","D","614,680","inc","duo2","V3",1,"./inc_duo2_s10.txt",10,2,"GR_Low_2"
"13312","D","614,680","inc","duo2","V3",1,"./inc_duo2_s1.txt",1,0,"GR_Low_2"
"13313","E","614,680","inc","duo2","V3",1,"./inc_duo2_s9.txt",9,16,"GT_Low_2"
"13314","E","614,680","inc","duo2","V3",1,"./Inc_duo2_s8.txt",8,6,"GT_Low_2"
"13315","E","614,680","inc","duo2","V3",1,"./inc_duo2_s7.txt",7,4,"GT_Low_2"
"13316","E","614,680","inc","duo2","V3",1,"./inc_duo2_s6.txt",6,3,"GT_Low_2"
"13317","E","614,680","inc","duo2","V3",1,"./inc_duo2_s5.txt",5,7,"GT_Low_2"
"13318","E","614,680","inc","duo2","V3",1,"./inc_duo2_s4.txt",4,0,"GT_Low_2"
"13319","E","614,680","inc","duo2","V3",1,"./Inc_duo2_s3.txt",3,1,"GT_Low_2"
"13320","E","614,680","inc","duo2","V3",1,"./Inc_duo2_s2.txt",2,0,"GT_Low_2"
"13321","E","614,680","inc","duo2","V3",1,"./inc_duo2_s15.txt",15,21,"GT_Low_2"
"13322","E","614,680","inc","duo2","V3",1,"./inc_duo2_s14.txt",14,20,"GT_Low_2"
"13323","E","614,680","inc","duo2","V3",1,"./inc_duo2_s13.txt",13,12,"GT_Low_2"
"13324","E","614,680","inc","duo2","V3",1,"./inc_duo2_s12.txt",12,17,"GT_Low_2"
"13325","E","614,680","inc","duo2","V3",1,"./inc_duo2_s10.txt",10,12,"GT_Low_2"
"13326","E","614,680","inc","duo2","V3",1,"./inc_duo2_s1.txt",1,0,"GT_Low_2"
"13327","F","614,680","inc","duo2","V3",0,"./inc_duo2_s9.txt",9,9,"RT_Low_2"
"13328","F","614,680","inc","duo2","V3",0,"./Inc_duo2_s8.txt",8,28,"RT_Low_2"
"13329","F","614,680","inc","duo2","V3",0,"./inc_duo2_s7.txt",7,12,"RT_Low_2"
"13330","F","614,680","inc","duo2","V3",0,"./inc_duo2_s6.txt",6,19,"RT_Low_2"
"13331","F","614,680","inc","duo2","V3",0,"./inc_duo2_s5.txt",5,26,"RT_Low_2"
"13332","F","614,680","inc","duo2","V3",0,"./inc_duo2_s4.txt",4,0,"RT_Low_2"
"13333","F","614,680","inc","duo2","V3",0,"./Inc_duo2_s3.txt",3,0,"RT_Low_2"
"13334","F","614,680","inc","duo2","V3",0,"./Inc_duo2_s2.txt",2,2,"RT_Low_2"
"13335","F","614,680","inc","duo2","V3",0,"./inc_duo2_s15.txt",15,5,"RT_Low_2"
"13336","F","614,680","inc","duo2","V3",0,"./inc_duo2_s14.txt",14,11,"RT_Low_2"
"13337","F","614,680","inc","duo2","V3",0,"./inc_duo2_s13.txt",13,6,"RT_Low_2"
"13338","F","614,680","inc","duo2","V3",0,"./inc_duo2_s12.txt",12,5,"RT_Low_2"
"13339","F","614,680","inc","duo2","V3",0,"./inc_duo2_s10.txt",10,15,"RT_Low_2"
"13340","F","614,680","inc","duo2","V3",0,"./inc_duo2_s1.txt",1,0,"RT_Low_2"
"13341","B","440,660","inc","duo2","V3",6,"./inc_duo2_s9.txt",9,156,"DR_Low_2"
"13342","B","440,660","inc","duo2","V3",6,"./Inc_duo2_s8.txt",8,52,"DR_Low_2"
"13343","B","440,660","inc","duo2","V3",6,"./inc_duo2_s7.txt",7,164,"DR_Low_2"
"13344","B","440,660","inc","duo2","V3",6,"./inc_duo2_s6.txt",6,18,"DR_Low_2"
"13345","B","440,660","inc","duo2","V3",6,"./inc_duo2_s5.txt",5,34,"DR_Low_2"
"13346","B","440,660","inc","duo2","V3",6,"./inc_duo2_s4.txt",4,13,"DR_Low_2"
"13347","B","440,660","inc","duo2","V3",6,"./Inc_duo2_s3.txt",3,3,"DR_Low_2"
"13348","B","440,660","inc","duo2","V3",6,"./Inc_duo2_s2.txt",2,9,"DR_Low_2"
"13349","B","440,660","inc","duo2","V3",6,"./inc_duo2_s15.txt",15,10,"DR_Low_2"
"13350","B","440,660","inc","duo2","V3",6,"./inc_duo2_s14.txt",14,19,"DR_Low_2"
"13351","B","440,660","inc","duo2","V3",6,"./inc_duo2_s13.txt",13,17,"DR_Low_2"
"13352","B","440,660","inc","duo2","V3",6,"./inc_duo2_s12.txt",12,38,"DR_Low_2"
"13353","B","440,660","inc","duo2","V3",6,"./inc_duo2_s10.txt",10,48,"DR_Low_2"
"13354","B","440,660","inc","duo2","V3",6,"./inc_duo2_s1.txt",1,10,"DR_Low_2"
"13355","C","440,660","inc","duo2","V3",8,"./inc_duo2_s9.txt",9,43,"DT_Low_2"
"13356","C","440,660","inc","duo2","V3",8,"./Inc_duo2_s8.txt",8,31,"DT_Low_2"
"13357","C","440,660","inc","duo2","V3",8,"./inc_duo2_s7.txt",7,41,"DT_Low_2"
"13358","C","440,660","inc","duo2","V3",8,"./inc_duo2_s6.txt",6,16,"DT_Low_2"
"13359","C","440,660","inc","duo2","V3",8,"./inc_duo2_s5.txt",5,13,"DT_Low_2"
"13360","C","440,660","inc","duo2","V3",8,"./inc_duo2_s4.txt",4,17,"DT_Low_2"
"13361","C","440,660","inc","duo2","V3",8,"./Inc_duo2_s3.txt",3,12,"DT_Low_2"
"13362","C","440,660","inc","duo2","V3",8,"./Inc_duo2_s2.txt",2,10,"DT_Low_2"
"13363","C","440,660","inc","duo2","V3",8,"./inc_duo2_s15.txt",15,71,"DT_Low_2"
"13364","C","440,660","inc","duo2","V3",8,"./inc_duo2_s14.txt",14,44,"DT_Low_2"
"13365","C","440,660","inc","duo2","V3",8,"./inc_duo2_s13.txt",13,32,"DT_Low_2"
"13366","C","440,660","inc","duo2","V3",8,"./inc_duo2_s12.txt",12,45,"DT_Low_2"
"13367","C","440,660","inc","duo2","V3",8,"./inc_duo2_s10.txt",10,25,"DT_Low_2"
"13368","C","440,660","inc","duo2","V3",8,"./inc_duo2_s1.txt",1,15,"DT_Low_2"
"13369","D","440,660","inc","duo2","V3",4,"./inc_duo2_s9.txt",9,84,"GR_Low_2"
"13370","D","440,660","inc","duo2","V3",4,"./Inc_duo2_s8.txt",8,64,"GR_Low_2"
"13371","D","440,660","inc","duo2","V3",4,"./inc_duo2_s7.txt",7,164,"GR_Low_2"
"13372","D","440,660","inc","duo2","V3",4,"./inc_duo2_s6.txt",6,48,"GR_Low_2"
"13373","D","440,660","inc","duo2","V3",4,"./inc_duo2_s5.txt",5,26,"GR_Low_2"
"13374","D","440,660","inc","duo2","V3",4,"./inc_duo2_s4.txt",4,6,"GR_Low_2"
"13375","D","440,660","inc","duo2","V3",4,"./Inc_duo2_s3.txt",3,12,"GR_Low_2"
"13376","D","440,660","inc","duo2","V3",4,"./Inc_duo2_s2.txt",2,13,"GR_Low_2"
"13377","D","440,660","inc","duo2","V3",4,"./inc_duo2_s15.txt",15,20,"GR_Low_2"
"13378","D","440,660","inc","duo2","V3",4,"./inc_duo2_s14.txt",14,15,"GR_Low_2"
"13379","D","440,660","inc","duo2","V3",4,"./inc_duo2_s13.txt",13,30,"GR_Low_2"
"13380","D","440,660","inc","duo2","V3",4,"./inc_duo2_s12.txt",12,31,"GR_Low_2"
"13381","D","440,660","inc","duo2","V3",4,"./inc_duo2_s10.txt",10,50,"GR_Low_2"
"13382","D","440,660","inc","duo2","V3",4,"./inc_duo2_s1.txt",1,12,"GR_Low_2"
"13383","E","440,660","inc","duo2","V3",1,"./inc_duo2_s9.txt",9,36,"GT_Low_2"
"13384","E","440,660","inc","duo2","V3",1,"./Inc_duo2_s8.txt",8,23,"GT_Low_2"
"13385","E","440,660","inc","duo2","V3",1,"./inc_duo2_s7.txt",7,15,"GT_Low_2"
"13386","E","440,660","inc","duo2","V3",1,"./inc_duo2_s6.txt",6,9,"GT_Low_2"
"13387","E","440,660","inc","duo2","V3",1,"./inc_duo2_s5.txt",5,10,"GT_Low_2"
"13388","E","440,660","inc","duo2","V3",1,"./inc_duo2_s4.txt",4,9,"GT_Low_2"
"13389","E","440,660","inc","duo2","V3",1,"./Inc_duo2_s3.txt",3,9,"GT_Low_2"
"13390","E","440,660","inc","duo2","V3",1,"./Inc_duo2_s2.txt",2,12,"GT_Low_2"
"13391","E","440,660","inc","duo2","V3",1,"./inc_duo2_s15.txt",15,66,"GT_Low_2"
"13392","E","440,660","inc","duo2","V3",1,"./inc_duo2_s14.txt",14,79,"GT_Low_2"
"13393","E","440,660","inc","duo2","V3",1,"./inc_duo2_s13.txt",13,42,"GT_Low_2"
"13394","E","440,660","inc","duo2","V3",1,"./inc_duo2_s12.txt",12,45,"GT_Low_2"
"13395","E","440,660","inc","duo2","V3",1,"./inc_duo2_s10.txt",10,34,"GT_Low_2"
"13396","E","440,660","inc","duo2","V3",1,"./inc_duo2_s1.txt",1,11,"GT_Low_2"
"13397","F","440,660","inc","duo2","V3",7,"./inc_duo2_s9.txt",9,64,"RT_Low_2"
"13398","F","440,660","inc","duo2","V3",7,"./Inc_duo2_s8.txt",8,89,"RT_Low_2"
"13399","F","440,660","inc","duo2","V3",7,"./inc_duo2_s7.txt",7,94,"RT_Low_2"
"13400","F","440,660","inc","duo2","V3",7,"./inc_duo2_s6.txt",6,100,"RT_Low_2"
"13401","F","440,660","inc","duo2","V3",7,"./inc_duo2_s5.txt",5,43,"RT_Low_2"
"13402","F","440,660","inc","duo2","V3",7,"./inc_duo2_s4.txt",4,28,"RT_Low_2"
"13403","F","440,660","inc","duo2","V3",7,"./Inc_duo2_s3.txt",3,16,"RT_Low_2"
"13404","F","440,660","inc","duo2","V3",7,"./Inc_duo2_s2.txt",2,7,"RT_Low_2"
"13405","F","440,660","inc","duo2","V3",7,"./inc_duo2_s15.txt",15,13,"RT_Low_2"
"13406","F","440,660","inc","duo2","V3",7,"./inc_duo2_s14.txt",14,19,"RT_Low_2"
"13407","F","440,660","inc","duo2","V3",7,"./inc_duo2_s13.txt",13,18,"RT_Low_2"
"13408","F","440,660","inc","duo2","V3",7,"./inc_duo2_s12.txt",12,22,"RT_Low_2"
"13409","F","440,660","inc","duo2","V3",7,"./inc_duo2_s10.txt",10,42,"RT_Low_2"
"13410","F","440,660","inc","duo2","V3",7,"./inc_duo2_s1.txt",1,11,"RT_Low_2"
"13411","B","440","inc","duo2","V3",0.04,"./inc_duo2_s9.txt",9,0.073,"DR_Low_2"
"13412","B","440","inc","duo2","V3",0.04,"./Inc_duo2_s8.txt",8,0.061,"DR_Low_2"
"13413","B","440","inc","duo2","V3",0.04,"./inc_duo2_s7.txt",7,0.066,"DR_Low_2"
"13414","B","440","inc","duo2","V3",0.04,"./inc_duo2_s6.txt",6,0.049,"DR_Low_2"
"13415","B","440","inc","duo2","V3",0.04,"./inc_duo2_s5.txt",5,0.047,"DR_Low_2"
"13416","B","440","inc","duo2","V3",0.04,"./inc_duo2_s4.txt",4,0.046,"DR_Low_2"
"13417","B","440","inc","duo2","V3",0.04,"./Inc_duo2_s3.txt",3,0.047,"DR_Low_2"
"13418","B","440","inc","duo2","V3",0.04,"./Inc_duo2_s2.txt",2,0.044,"DR_Low_2"
"13419","B","440","inc","duo2","V3",0.04,"./inc_duo2_s15.txt",15,0.072,"DR_Low_2"
"13420","B","440","inc","duo2","V3",0.04,"./inc_duo2_s14.txt",14,0.072,"DR_Low_2"
"13421","B","440","inc","duo2","V3",0.04,"./inc_duo2_s13.txt",13,0.075,"DR_Low_2"
"13422","B","440","inc","duo2","V3",0.04,"./inc_duo2_s12.txt",12,0.074,"DR_Low_2"
"13423","B","440","inc","duo2","V3",0.04,"./inc_duo2_s10.txt",10,0.069,"DR_Low_2"
"13424","B","440","inc","duo2","V3",0.04,"./inc_duo2_s1.txt",1,0.044,"DR_Low_2"
"13425","C","440","inc","duo2","V3",0.04,"./inc_duo2_s9.txt",9,0.06,"DT_Low_2"
"13426","C","440","inc","duo2","V3",0.04,"./Inc_duo2_s8.txt",8,0.055,"DT_Low_2"
"13427","C","440","inc","duo2","V3",0.04,"./inc_duo2_s7.txt",7,0.054,"DT_Low_2"
"13428","C","440","inc","duo2","V3",0.04,"./inc_duo2_s6.txt",6,0.051,"DT_Low_2"
"13429","C","440","inc","duo2","V3",0.04,"./inc_duo2_s5.txt",5,0.048,"DT_Low_2"
"13430","C","440","inc","duo2","V3",0.04,"./inc_duo2_s4.txt",4,0.046,"DT_Low_2"
"13431","C","440","inc","duo2","V3",0.04,"./Inc_duo2_s3.txt",3,0.047,"DT_Low_2"
"13432","C","440","inc","duo2","V3",0.04,"./Inc_duo2_s2.txt",2,0.045,"DT_Low_2"
"13433","C","440","inc","duo2","V3",0.04,"./inc_duo2_s15.txt",15,0.07,"DT_Low_2"
"13434","C","440","inc","duo2","V3",0.04,"./inc_duo2_s14.txt",14,0.059,"DT_Low_2"
"13435","C","440","inc","duo2","V3",0.04,"./inc_duo2_s13.txt",13,0.069,"DT_Low_2"
"13436","C","440","inc","duo2","V3",0.04,"./inc_duo2_s12.txt",12,0.058,"DT_Low_2"
"13437","C","440","inc","duo2","V3",0.04,"./inc_duo2_s10.txt",10,0.059,"DT_Low_2"
"13438","C","440","inc","duo2","V3",0.04,"./inc_duo2_s1.txt",1,0.045,"DT_Low_2"
"13439","D","440","inc","duo2","V3",0.04,"./inc_duo2_s9.txt",9,0.075,"GR_Low_2"
"13440","D","440","inc","duo2","V3",0.04,"./Inc_duo2_s8.txt",8,0.067,"GR_Low_2"
"13441","D","440","inc","duo2","V3",0.04,"./inc_duo2_s7.txt",7,0.093,"GR_Low_2"
"13442","D","440","inc","duo2","V3",0.04,"./inc_duo2_s6.txt",6,0.048,"GR_Low_2"
"13443","D","440","inc","duo2","V3",0.04,"./inc_duo2_s5.txt",5,0.049,"GR_Low_2"
"13444","D","440","inc","duo2","V3",0.04,"./inc_duo2_s4.txt",4,0.046,"GR_Low_2"
"13445","D","440","inc","duo2","V3",0.04,"./Inc_duo2_s3.txt",3,0.046,"GR_Low_2"
"13446","D","440","inc","duo2","V3",0.04,"./Inc_duo2_s2.txt",2,0.044,"GR_Low_2"
"13447","D","440","inc","duo2","V3",0.04,"./inc_duo2_s15.txt",15,0.074,"GR_Low_2"
"13448","D","440","inc","duo2","V3",0.04,"./inc_duo2_s14.txt",14,0.073,"GR_Low_2"
"13449","D","440","inc","duo2","V3",0.04,"./inc_duo2_s13.txt",13,0.076,"GR_Low_2"
"13450","D","440","inc","duo2","V3",0.04,"./inc_duo2_s12.txt",12,0.067,"GR_Low_2"
"13451","D","440","inc","duo2","V3",0.04,"./inc_duo2_s10.txt",10,0.073,"GR_Low_2"
"13452","D","440","inc","duo2","V3",0.04,"./inc_duo2_s1.txt",1,0.045,"GR_Low_2"
"13453","E","440","inc","duo2","V3",0.04,"./inc_duo2_s9.txt",9,0.053,"GT_Low_2"
"13454","E","440","inc","duo2","V3",0.04,"./Inc_duo2_s8.txt",8,0.05,"GT_Low_2"
"13455","E","440","inc","duo2","V3",0.04,"./inc_duo2_s7.txt",7,0.048,"GT_Low_2"
"13456","E","440","inc","duo2","V3",0.04,"./inc_duo2_s6.txt",6,0.047,"GT_Low_2"
"13457","E","440","inc","duo2","V3",0.04,"./inc_duo2_s5.txt",5,0.046,"GT_Low_2"
"13458","E","440","inc","duo2","V3",0.04,"./inc_duo2_s4.txt",4,0.045,"GT_Low_2"
"13459","E","440","inc","duo2","V3",0.04,"./Inc_duo2_s3.txt",3,0.045,"GT_Low_2"
"13460","E","440","inc","duo2","V3",0.04,"./Inc_duo2_s2.txt",2,0.045,"GT_Low_2"
"13461","E","440","inc","duo2","V3",0.04,"./inc_duo2_s15.txt",15,0.061,"GT_Low_2"
"13462","E","440","inc","duo2","V3",0.04,"./inc_duo2_s14.txt",14,0.061,"GT_Low_2"
"13463","E","440","inc","duo2","V3",0.04,"./inc_duo2_s13.txt",13,0.06,"GT_Low_2"
"13464","E","440","inc","duo2","V3",0.04,"./inc_duo2_s12.txt",12,0.054,"GT_Low_2"
"13465","E","440","inc","duo2","V3",0.04,"./inc_duo2_s10.txt",10,0.056,"GT_Low_2"
"13466","E","440","inc","duo2","V3",0.04,"./inc_duo2_s1.txt",1,0.045,"GT_Low_2"
"13467","F","440","inc","duo2","V3",0.04,"./inc_duo2_s9.txt",9,0.062,"RT_Low_2"
"13468","F","440","inc","duo2","V3",0.04,"./Inc_duo2_s8.txt",8,0.072,"RT_Low_2"
"13469","F","440","inc","duo2","V3",0.04,"./inc_duo2_s7.txt",7,0.058,"RT_Low_2"
"13470","F","440","inc","duo2","V3",0.04,"./inc_duo2_s6.txt",6,0.069,"RT_Low_2"
"13471","F","440","inc","duo2","V3",0.04,"./inc_duo2_s5.txt",5,0.053,"RT_Low_2"
"13472","F","440","inc","duo2","V3",0.04,"./inc_duo2_s4.txt",4,0.049,"RT_Low_2"
"13473","F","440","inc","duo2","V3",0.04,"./Inc_duo2_s3.txt",3,0.045,"RT_Low_2"
"13474","F","440","inc","duo2","V3",0.04,"./Inc_duo2_s2.txt",2,0.044,"RT_Low_2"
"13475","F","440","inc","duo2","V3",0.04,"./inc_duo2_s15.txt",15,0.061,"RT_Low_2"
"13476","F","440","inc","duo2","V3",0.04,"./inc_duo2_s14.txt",14,0.064,"RT_Low_2"
"13477","F","440","inc","duo2","V3",0.04,"./inc_duo2_s13.txt",13,0.064,"RT_Low_2"
"13478","F","440","inc","duo2","V3",0.04,"./inc_duo2_s12.txt",12,0.063,"RT_Low_2"
"13479","F","440","inc","duo2","V3",0.04,"./inc_duo2_s10.txt",10,0.064,"RT_Low_2"
"13480","F","440","inc","duo2","V3",0.04,"./inc_duo2_s1.txt",1,0.044,"RT_Low_2"
"13481","B","450","inc","duo2","V3",0.04,"./inc_duo2_s9.txt",9,0.106,"DR_Low_2"
"13482","B","450","inc","duo2","V3",0.04,"./Inc_duo2_s8.txt",8,0.061,"DR_Low_2"
"13483","B","450","inc","duo2","V3",0.04,"./inc_duo2_s7.txt",7,0.069,"DR_Low_2"
"13484","B","450","inc","duo2","V3",0.04,"./inc_duo2_s6.txt",6,0.047,"DR_Low_2"
"13485","B","450","inc","duo2","V3",0.04,"./inc_duo2_s5.txt",5,0.05,"DR_Low_2"
"13486","B","450","inc","duo2","V3",0.04,"./inc_duo2_s4.txt",4,0.046,"DR_Low_2"
"13487","B","450","inc","duo2","V3",0.04,"./Inc_duo2_s3.txt",3,0.045,"DR_Low_2"
"13488","B","450","inc","duo2","V3",0.04,"./Inc_duo2_s2.txt",2,0.044,"DR_Low_2"
"13489","B","450","inc","duo2","V3",0.04,"./inc_duo2_s15.txt",15,0.068,"DR_Low_2"
"13490","B","450","inc","duo2","V3",0.04,"./inc_duo2_s14.txt",14,0.072,"DR_Low_2"
"13491","B","450","inc","duo2","V3",0.04,"./inc_duo2_s13.txt",13,0.074,"DR_Low_2"
"13492","B","450","inc","duo2","V3",0.04,"./inc_duo2_s12.txt",12,0.073,"DR_Low_2"
"13493","B","450","inc","duo2","V3",0.04,"./inc_duo2_s10.txt",10,0.067,"DR_Low_2"
"13494","B","450","inc","duo2","V3",0.04,"./inc_duo2_s1.txt",1,0.044,"DR_Low_2"
"13495","C","450","inc","duo2","V3",0.039,"./inc_duo2_s9.txt",9,0.058,"DT_Low_2"
"13496","C","450","inc","duo2","V3",0.039,"./Inc_duo2_s8.txt",8,0.054,"DT_Low_2"
"13497","C","450","inc","duo2","V3",0.039,"./inc_duo2_s7.txt",7,0.053,"DT_Low_2"
"13498","C","450","inc","duo2","V3",0.039,"./inc_duo2_s6.txt",6,0.051,"DT_Low_2"
"13499","C","450","inc","duo2","V3",0.039,"./inc_duo2_s5.txt",5,0.047,"DT_Low_2"
"13500","C","450","inc","duo2","V3",0.039,"./inc_duo2_s4.txt",4,0.045,"DT_Low_2"
"13501","C","450","inc","duo2","V3",0.039,"./Inc_duo2_s3.txt",3,0.046,"DT_Low_2"
"13502","C","450","inc","duo2","V3",0.039,"./Inc_duo2_s2.txt",2,0.045,"DT_Low_2"
"13503","C","450","inc","duo2","V3",0.039,"./inc_duo2_s15.txt",15,0.067,"DT_Low_2"
"13504","C","450","inc","duo2","V3",0.039,"./inc_duo2_s14.txt",14,0.057,"DT_Low_2"
"13505","C","450","inc","duo2","V3",0.039,"./inc_duo2_s13.txt",13,0.067,"DT_Low_2"
"13506","C","450","inc","duo2","V3",0.039,"./inc_duo2_s12.txt",12,0.055,"DT_Low_2"
"13507","C","450","inc","duo2","V3",0.039,"./inc_duo2_s10.txt",10,0.055,"DT_Low_2"
"13508","C","450","inc","duo2","V3",0.039,"./inc_duo2_s1.txt",1,0.044,"DT_Low_2"
"13509","D","450","inc","duo2","V3",0.04,"./inc_duo2_s9.txt",9,0.107,"GR_Low_2"
"13510","D","450","inc","duo2","V3",0.04,"./Inc_duo2_s8.txt",8,0.066,"GR_Low_2"
"13511","D","450","inc","duo2","V3",0.04,"./inc_duo2_s7.txt",7,0.087,"GR_Low_2"
"13512","D","450","inc","duo2","V3",0.04,"./inc_duo2_s6.txt",6,0.049,"GR_Low_2"
"13513","D","450","inc","duo2","V3",0.04,"./inc_duo2_s5.txt",5,0.047,"GR_Low_2"
"13514","D","450","inc","duo2","V3",0.04,"./inc_duo2_s4.txt",4,0.045,"GR_Low_2"
"13515","D","450","inc","duo2","V3",0.04,"./Inc_duo2_s3.txt",3,0.045,"GR_Low_2"
"13516","D","450","inc","duo2","V3",0.04,"./Inc_duo2_s2.txt",2,0.044,"GR_Low_2"
"13517","D","450","inc","duo2","V3",0.04,"./inc_duo2_s15.txt",15,0.073,"GR_Low_2"
"13518","D","450","inc","duo2","V3",0.04,"./inc_duo2_s14.txt",14,0.07,"GR_Low_2"
"13519","D","450","inc","duo2","V3",0.04,"./inc_duo2_s13.txt",13,0.079,"GR_Low_2"
"13520","D","450","inc","duo2","V3",0.04,"./inc_duo2_s12.txt",12,0.069,"GR_Low_2"
"13521","D","450","inc","duo2","V3",0.04,"./inc_duo2_s10.txt",10,0.071,"GR_Low_2"
"13522","D","450","inc","duo2","V3",0.04,"./inc_duo2_s1.txt",1,0.044,"GR_Low_2"
"13523","E","450","inc","duo2","V3",0.04,"./inc_duo2_s9.txt",9,0.055,"GT_Low_2"
"13524","E","450","inc","duo2","V3",0.04,"./Inc_duo2_s8.txt",8,0.049,"GT_Low_2"
"13525","E","450","inc","duo2","V3",0.04,"./inc_duo2_s7.txt",7,0.048,"GT_Low_2"
"13526","E","450","inc","duo2","V3",0.04,"./inc_duo2_s6.txt",6,0.046,"GT_Low_2"
"13527","E","450","inc","duo2","V3",0.04,"./inc_duo2_s5.txt",5,0.044,"GT_Low_2"
"13528","E","450","inc","duo2","V3",0.04,"./inc_duo2_s4.txt",4,0.045,"GT_Low_2"
"13529","E","450","inc","duo2","V3",0.04,"./Inc_duo2_s3.txt",3,0.045,"GT_Low_2"
"13530","E","450","inc","duo2","V3",0.04,"./Inc_duo2_s2.txt",2,0.044,"GT_Low_2"
"13531","E","450","inc","duo2","V3",0.04,"./inc_duo2_s15.txt",15,0.061,"GT_Low_2"
"13532","E","450","inc","duo2","V3",0.04,"./inc_duo2_s14.txt",14,0.06,"GT_Low_2"
"13533","E","450","inc","duo2","V3",0.04,"./inc_duo2_s13.txt",13,0.058,"GT_Low_2"
"13534","E","450","inc","duo2","V3",0.04,"./inc_duo2_s12.txt",12,0.054,"GT_Low_2"
"13535","E","450","inc","duo2","V3",0.04,"./inc_duo2_s10.txt",10,0.057,"GT_Low_2"
"13536","E","450","inc","duo2","V3",0.04,"./inc_duo2_s1.txt",1,0.045,"GT_Low_2"
"13537","F","450","inc","duo2","V3",0.04,"./inc_duo2_s9.txt",9,0.062,"RT_Low_2"
"13538","F","450","inc","duo2","V3",0.04,"./Inc_duo2_s8.txt",8,0.069,"RT_Low_2"
"13539","F","450","inc","duo2","V3",0.04,"./inc_duo2_s7.txt",7,0.06,"RT_Low_2"
"13540","F","450","inc","duo2","V3",0.04,"./inc_duo2_s6.txt",6,0.066,"RT_Low_2"
"13541","F","450","inc","duo2","V3",0.04,"./inc_duo2_s5.txt",5,0.055,"RT_Low_2"
"13542","F","450","inc","duo2","V3",0.04,"./inc_duo2_s4.txt",4,0.047,"RT_Low_2"
"13543","F","450","inc","duo2","V3",0.04,"./Inc_duo2_s3.txt",3,0.045,"RT_Low_2"
"13544","F","450","inc","duo2","V3",0.04,"./Inc_duo2_s2.txt",2,0.044,"RT_Low_2"
"13545","F","450","inc","duo2","V3",0.04,"./inc_duo2_s15.txt",15,0.06,"RT_Low_2"
"13546","F","450","inc","duo2","V3",0.04,"./inc_duo2_s14.txt",14,0.06,"RT_Low_2"
"13547","F","450","inc","duo2","V3",0.04,"./inc_duo2_s13.txt",13,0.061,"RT_Low_2"
"13548","F","450","inc","duo2","V3",0.04,"./inc_duo2_s12.txt",12,0.062,"RT_Low_2"
"13549","F","450","inc","duo2","V3",0.04,"./inc_duo2_s10.txt",10,0.063,"RT_Low_2"
"13550","F","450","inc","duo2","V3",0.04,"./inc_duo2_s1.txt",1,0.044,"RT_Low_2"
"13551","B","650","inc","duo2","V3",0.037,"./inc_duo2_s9.txt",9,0.074,"DR_Low_2"
"13552","B","650","inc","duo2","V3",0.037,"./Inc_duo2_s8.txt",8,0.048,"DR_Low_2"
"13553","B","650","inc","duo2","V3",0.037,"./inc_duo2_s7.txt",7,0.054,"DR_Low_2"
"13554","B","650","inc","duo2","V3",0.037,"./inc_duo2_s6.txt",6,0.041,"DR_Low_2"
"13555","B","650","inc","duo2","V3",0.037,"./inc_duo2_s5.txt",5,0.041,"DR_Low_2"
"13556","B","650","inc","duo2","V3",0.037,"./inc_duo2_s4.txt",4,0.04,"DR_Low_2"
"13557","B","650","inc","duo2","V3",0.037,"./Inc_duo2_s3.txt",3,0.039,"DR_Low_2"
"13558","B","650","inc","duo2","V3",0.037,"./Inc_duo2_s2.txt",2,0.038,"DR_Low_2"
"13559","B","650","inc","duo2","V3",0.037,"./inc_duo2_s15.txt",15,0.051,"DR_Low_2"
"13560","B","650","inc","duo2","V3",0.037,"./inc_duo2_s14.txt",14,0.052,"DR_Low_2"
